Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,1,11,3,1252,1240,1442,1422,US,1176,N335US,110,102,85,20,12,CLT,EWR,529,4,21,0,,0,0,0,8,0,12
2006,1,11,3,1719,1720,1909,1916,US,191,N751UW,110,116,98,-7,-1,CLT,FLL,631,3,9,0,,0,0,0,0,0,0
2006,1,11,3,1605,1610,1758,1805,US,365,N613AU,113,115,94,-7,-5,CLT,FLL,631,2,17,0,,0,0,0,0,0,0
2006,1,11,3,748,750,937,947,US,375,N166UW,109,117,95,-10,-2,CLT,FLL,631,2,12,0,,0,0,0,0,0,0
2006,1,11,3,2156,2200,2349,2353,US,385,N601AU,113,113,92,-4,-4,CLT,FLL,631,4,17,0,,0,0,0,0,0,0
2006,1,11,3,933,935,1123,1136,US,597,N170UW,110,121,95,-13,-2,CLT,FLL,631,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1125,1130,1329,1329,US,881,N612AU,124,119,94,0,-5,CLT,FLL,631,3,27,0,,0,0,0,0,0,0
2006,1,11,3,1407,1355,1601,1545,US,919,N123UW,114,110,97,16,12,CLT,FLL,631,4,13,0,,0,5,0,4,0,7
2006,1,11,3,2130,2130,2240,2250,US,407,N738UW,70,80,55,-10,0,CLT,IAD,321,5,10,0,,0,0,0,0,0,0
2006,1,11,3,1942,1945,2104,2105,US,1244,N723UW,82,80,60,-1,-3,CLT,IAD,321,5,17,0,,0,0,0,0,0,0
2006,1,11,3,1949,1950,2115,2134,US,432,N781AU,86,104,69,-19,-1,CLT,IND,428,6,11,0,,0,0,0,0,0,0
2006,1,11,3,1120,1110,1305,1253,US,509,N441US,105,103,80,12,10,CLT,IND,428,10,15,0,,0,0,0,0,0,0
2006,1,11,3,1927,1930,2032,2049,US,281,N756UW,65,79,50,-17,-3,CLT,JAX,329,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1529,1530,1633,1642,US,775,N722UW,64,72,53,-9,-1,CLT,JAX,329,3,8,0,,0,0,0,0,0,0
2006,1,11,3,2130,2130,2230,2249,US,889,N183UW,60,79,50,-19,0,CLT,JAX,329,3,7,0,,0,0,0,0,0,0
2006,1,11,3,1307,1310,1428,1427,US,1115,N518AU,81,77,50,1,-3,CLT,JAX,329,4,27,0,,0,0,0,0,0,0
2006,1,11,3,1129,1130,1242,1251,US,1145,N425US,73,81,51,-9,-1,CLT,JAX,329,3,19,0,,0,0,0,0,0,0
2006,1,11,3,803,805,920,924,US,1242,N770UW,77,79,52,-4,-2,CLT,JAX,329,5,20,0,,0,0,0,0,0,0
2006,1,11,3,1727,1730,1831,1848,US,1261,N426US,64,78,52,-17,-3,CLT,JAX,329,2,10,0,,0,0,0,0,0,0
2006,1,11,3,1944,1930,2104,2125,US,615,N633AU,260,295,246,-21,14,CLT,LAS,1916,6,8,0,,0,0,0,0,0,0
2006,1,11,3,1132,1125,1312,1322,US,667,N624AU,280,297,255,-10,7,CLT,LAS,1916,3,22,0,,0,0,0,0,0,0
2006,1,11,3,942,930,1127,1128,US,691,N630AU,285,298,249,-1,12,CLT,LAS,1916,5,31,0,,0,0,0,0,0,0
2006,1,11,3,943,945,1155,1214,US,31,N168UW,312,329,272,-19,-2,CLT,LAX,2125,16,24,0,,0,0,0,0,0,0
2006,1,11,3,742,745,930,1007,US,47,N179UW,288,322,274,-37,-3,CLT,LAX,2125,6,8,0,,0,0,0,0,0,0
2006,1,11,3,1732,1630,1919,1852,US,137,N103UW,287,322,267,27,62,CLT,LAX,2125,7,13,0,,0,8,0,0,0,19
2006,1,11,3,1806,1800,2012,2020,US,193,N175UW,306,320,281,-8,6,CLT,LAX,2125,10,15,0,,0,0,0,0,0,0
2006,1,11,3,918,920,1136,1103,US,206,N756UW,138,103,86,33,-2,CLT,LGA,544,7,45,0,,0,0,0,33,0,0
2006,1,11,3,803,810,952,954,US,514,N758UW,109,104,90,-2,-7,CLT,LGA,544,6,13,0,,0,0,0,0,0,0
2006,1,11,3,1103,1110,1302,1253,US,740,N747UW,119,103,83,9,-7,CLT,LGA,544,7,29,0,,0,0,0,0,0,0
2006,1,11,3,1931,1930,2129,2114,US,750,N741UW,118,104,86,15,1,CLT,LGA,544,7,25,0,,0,0,0,15,0,0
2006,1,11,3,2136,2140,2322,2324,US,770,N170UW,106,104,82,-2,-4,CLT,LGA,544,5,19,0,,0,0,0,0,0,0
2006,1,11,3,1258,1255,1544,1436,US,896,N770UW,166,101,94,68,3,CLT,LGA,544,8,64,0,,0,0,0,68,0,0
2006,1,11,3,1435,1405,1702,1544,US,1020,N166UW,147,99,103,78,30,CLT,LGA,544,8,36,0,,0,0,0,78,0,0
2006,1,11,3,1634,1545,1810,1724,US,1086,N340US,96,99,80,46,49,CLT,LGA,544,6,10,0,,0,0,0,46,0,0
2006,1,11,3,1748,1745,2025,1928,US,1206,N187UW,157,103,87,57,3,CLT,LGA,544,5,65,0,,0,0,0,57,0,0
2006,1,11,3,1954,1935,2111,2107,US,1007,N765UW,137,152,114,4,19,CLT,MCI,809,4,19,0,,0,0,0,0,0,0
2006,1,11,3,1738,1740,1900,1913,US,95,N612AU,82,93,66,-13,-2,CLT,MCO,468,4,12,0,,0,0,0,0,0,0
2006,1,11,3,1638,1635,1802,1805,US,309,N611AU,84,90,66,-3,3,CLT,MCO,468,4,14,0,,0,0,0,0,0,0
2006,1,11,3,1246,1245,1410,1414,US,310,N623AU,84,89,70,-4,1,CLT,MCO,468,2,12,0,,0,0,0,0,0,0
2006,1,11,3,1111,1110,1236,1243,US,329,N611AU,85,93,69,-7,1,CLT,MCO,468,3,13,0,,0,0,0,0,0,0
2006,1,11,3,1938,1930,2059,2104,US,344,N629AU,81,94,65,-5,8,CLT,MCO,468,3,13,0,,0,0,0,0,0,0
2006,1,11,3,940,945,1106,1122,US,443,N625AU,86,97,68,-16,-5,CLT,MCO,468,4,14,0,,0,0,0,0,0,0
2006,1,11,3,758,755,928,928,US,1121,N629AU,90,93,69,0,3,CLT,MCO,468,5,16,0,,0,0,0,0,0,0
2006,1,11,3,2210,2200,2332,2330,US,1181,N621AU,82,90,68,2,10,CLT,MCO,468,3,11,0,,0,0,0,0,0,0
2006,1,11,3,1436,1430,1602,1602,US,1485,N633AU,86,92,70,0,6,CLT,MCO,468,5,11,0,,0,0,0,0,0,0
2006,1,11,3,2151,2130,2313,2301,US,1262,N589US,82,91,67,12,21,CLT,MDT,413,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1918,1915,2116,2114,US,402,N188UW,118,119,100,2,3,CLT,MHT,737,5,13,0,,0,0,0,0,0,0
2006,1,11,3,1300,1300,1500,1502,US,1068,N764UW,120,122,95,-2,0,CLT,MHT,737,3,22,0,,0,0,0,0,0,0
2006,1,11,3,729,730,928,923,US,179,N418US,119,113,102,5,-1,CLT,MIA,650,4,13,0,,0,0,0,0,0,0
2006,1,11,3,1139,1140,1347,1341,US,431,N406US,128,121,100,6,-1,CLT,MIA,650,3,25,0,,0,0,0,0,0,0
2006,1,11,3,1918,1915,2117,2111,US,554,N420US,119,116,98,6,3,CLT,MIA,650,5,16,0,,0,0,0,0,0,0
2006,1,11,3,947,950,1149,1152,US,1067,N449US,122,122,100,-3,-3,CLT,MIA,650,3,19,0,,0,0,0,0,0,0
2006,1,11,3,2128,2130,2326,2331,US,1103,N404US,118,121,96,-5,-2,CLT,MIA,650,8,14,0,,0,0,0,0,0,0
2006,1,11,3,1553,1555,1749,1753,US,1445,N441US,116,118,98,-4,-2,CLT,MIA,650,4,14,0,,0,0,0,0,0,0
2006,1,11,3,1504,1410,1556,1515,US,53,N756UW,112,125,95,41,54,CLT,MSY,651,5,12,0,,0,0,0,0,0,41
2006,1,11,3,1138,1135,1248,1245,US,103,N768UW,130,130,97,3,3,CLT,MSY,651,6,27,0,,0,0,0,0,0,0
2006,1,11,3,1243,1245,1332,1336,US,9,N529AU,49,51,31,-4,-2,CLT,MYR,156,4,14,0,,0,0,0,0,0,0
2006,1,11,3,1133,1110,1231,1205,US,73,N526AU,58,55,29,26,23,CLT,MYR,156,4,25,0,,0,23,0,3,0,0
2006,1,11,3,2150,2140,2241,2236,US,710,N514AU,51,56,28,5,10,CLT,MYR,156,4,19,0,,0,0,0,0,0,0
2006,1,11,3,920,920,1002,1015,US,1092,N530AU,42,55,30,-13,0,CLT,MYR,156,4,8,0,,0,0,0,0,0,0
2006,1,11,3,1603,1605,1651,1659,US,1418,N577US,48,54,28,-8,-2,CLT,MYR,156,4,16,0,,0,0,0,0,0,0
2006,1,11,3,1640,1550,1804,1656,US,7,N511AU,144,126,100,68,50,CLT,ORD,599,15,29,0,,0,0,0,68,0,0
2006,1,11,3,925,920,1107,1028,US,216,N522AU,162,128,100,39,5,CLT,ORD,599,7,55,0,,0,0,0,39,0,0
2006,1,11,3,2140,2140,2229,2249,US,382,N532AU,109,129,94,-20,0,CLT,ORD,599,5,10,0,,0,0,0,0,0,0
2006,1,11,3,817,755,950,903,US,689,N393US,153,128,104,47,22,CLT,ORD,599,6,43,0,,0,0,0,47,0,0
2006,1,11,3,1421,1425,1651,1532,US,975,N526AU,210,127,103,79,-4,CLT,ORD,599,24,83,0,,0,0,0,79,0,0
2006,1,11,3,1943,1945,2100,2053,US,32,N417US,77,68,48,7,-2,CLT,ORF,290,4,25,0,,0,0,0,0,0,0
2006,1,11,3,1315,1305,1425,1411,US,215,N334US,70,66,45,14,10,CLT,ORF,290,2,23,0,,0,0,0,0,0,0
2006,1,11,3,1724,1720,1827,1826,US,228,N532AU,63,66,48,1,4,CLT,ORF,290,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1612,1545,1721,1648,US,1008,N516AU,69,63,50,33,27,CLT,ORF,290,3,16,0,,0,1,0,6,0,26
2006,1,11,3,933,935,1122,1132,US,256,N422US,109,117,88,-10,-2,CLT,PBI,590,5,16,0,,0,0,0,0,0,0
2006,1,11,3,1132,1135,1337,1331,US,441,N444US,125,116,90,6,-3,CLT,PBI,590,5,30,0,,0,0,0,0,0,0
2006,1,11,3,2148,2150,2330,2342,US,704,N441US,102,112,83,-12,-2,CLT,PBI,590,5,14,0,,0,0,0,0,0,0
2006,1,11,3,1358,1405,1540,1554,US,862,N417US,102,109,90,-14,-7,CLT,PBI,590,4,8,0,,0,0,0,0,0,0
2006,1,11,3,1555,1555,1740,1746,US,1417,N170UW,105,111,86,-6,0,CLT,PBI,590,4,15,0,,0,0,0,0,0,0
2006,1,11,3,1939,1730,2148,1905,US,70,N632AU,129,95,102,163,129,CLT,PHL,448,6,21,0,,0,0,0,163,0,0
2006,1,11,3,1434,1415,1645,1549,US,138,N745UW,131,94,103,56,19,CLT,PHL,448,3,25,0,,0,0,0,56,0,0
2006,1,11,3,2211,2140,2347,2316,US,186,N648US,96,96,79,31,31,CLT,PHL,448,3,14,0,,0,0,0,31,0,0
2006,1,11,3,642,640,816,811,US,284,N122UW,94,91,61,5,2,CLT,PHL,448,15,18,0,,0,0,0,0,0,0
2006,1,11,3,1818,1555,2040,1729,US,306,N712UW,142,94,114,191,143,CLT,PHL,448,5,23,0,,0,0,0,191,0,0
2006,1,11,3,927,920,1116,1055,US,446,N421US,109,95,79,21,7,CLT,PHL,448,9,21,0,,0,0,0,14,0,7
2006,1,11,3,737,740,904,912,US,544,N610AU,87,92,68,-8,-3,CLT,PHL,448,8,11,0,,0,0,0,0,0,0
2006,1,11,3,1246,1250,1418,1424,US,846,N175UW,92,94,69,-6,-4,CLT,PHL,448,8,15,0,,0,0,0,0,0,0
2006,1,11,3,1148,1120,1354,1259,US,1106,N177UW,126,99,71,55,28,CLT,PHL,448,6,49,0,,0,0,0,39,0,16
2006,1,11,3,2001,1940,2319,2116,US,1250,N652US,198,96,80,123,21,CLT,PHL,448,3,115,0,,0,0,0,123,0,0
2006,1,11,3,1136,1130,1406,1415,US,111,N710UW,270,285,239,-9,6,CLT,PHX,1774,5,26,0,,0,0,0,0,0,0
2006,1,11,3,1741,1730,1954,2012,US,131,N176UW,253,282,234,-18,11,CLT,PHX,1774,6,13,0,,0,0,0,0,0,0
2006,1,11,3,758,750,1025,1032,US,425,N185UW,267,282,247,-7,8,CLT,PHX,1774,7,13,0,,0,0,0,0,0,0
2006,1,11,3,1942,1940,2156,2223,US,1002,N104UW,254,283,233,-27,2,CLT,PHX,1774,6,15,0,,0,0,0,0,0,0
2006,1,11,3,2129,2130,2242,2255,US,190,N745UW,73,85,59,-13,-1,CLT,PIT,366,4,10,0,,0,0,0,0,0,0
2006,1,11,3,743,740,857,901,US,258,N420US,74,81,57,-4,3,CLT,PIT,366,5,12,0,,0,0,0,0,0,0
2006,1,11,3,1736,1735,1853,1859,US,440,N780AU,77,84,60,-6,1,CLT,PIT,366,3,14,0,,0,0,0,0,0,0
2006,1,11,3,1548,1545,1658,1705,US,468,N109UW,70,80,59,-7,3,CLT,PIT,366,4,7,0,,0,0,0,0,0,0
2006,1,11,3,1310,1305,1430,1428,US,827,N424US,80,83,57,2,5,CLT,PIT,366,4,19,0,,0,0,0,0,0,0
2006,1,11,3,1909,1915,2026,2035,US,871,N733UW,77,80,62,-9,-6,CLT,PIT,366,4,11,0,,0,0,0,0,0,0
2006,1,11,3,1549,1555,1728,1746,US,88,N102UW,99,111,84,-18,-6,CLT,PVD,683,6,9,0,,0,0,0,0,0,0
2006,1,11,3,2131,2135,2345,2330,US,92,N444US,134,115,120,15,-4,CLT,PVD,683,4,10,0,,0,0,0,15,0,0
2006,1,11,3,950,955,1143,1151,US,408,N577US,113,116,92,-8,-5,CLT,PVD,683,4,17,0,,0,0,0,0,0,0
2006,1,11,3,1942,1930,2131,2123,US,834,N602AU,109,113,79,8,12,CLT,PVD,683,6,24,0,,0,0,0,0,0,0
2006,1,11,3,1408,1405,1557,1554,US,1148,N723UW,109,109,93,3,3,CLT,PVD,683,3,13,0,,0,0,0,0,0,0
2006,1,11,3,1607,1610,1703,1701,US,396,N588US,56,51,36,2,-3,CLT,RDU,130,3,17,0,,0,0,0,0,0,0
2006,1,11,3,1115,1115,1157,1207,US,423,N352US,42,52,27,-10,0,CLT,RDU,130,3,12,0,,0,0,0,0,0,0
2006,1,11,3,916,920,957,1012,US,426,N511AU,41,52,27,-15,-4,CLT,RDU,130,3,11,0,,0,0,0,0,0,0
2006,1,11,3,1244,1245,1330,1333,US,849,N511AU,46,48,31,-3,-1,CLT,RDU,130,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1915,1915,2000,2003,US,1064,N588US,45,48,32,-3,0,CLT,RDU,130,6,7,0,,0,0,0,0,0,0
2006,1,11,3,1754,1755,1843,1846,US,1256,N404US,49,51,37,-3,-1,CLT,RDU,130,3,9,0,,0,0,0,0,0,0
2006,1,11,3,1543,1545,1647,1646,US,90,N749UW,64,61,45,1,-2,CLT,RIC,256,5,14,0,,0,0,0,0,0,0
2006,1,11,3,1221,1225,1326,1323,US,318,N530AU,65,58,47,3,-4,CLT,RIC,256,4,14,0,,0,0,0,0,0,0
2006,1,11,3,1927,1925,2026,2030,US,664,N123UW,59,65,43,-4,2,CLT,RIC,256,4,12,0,,0,0,0,0,0,0
2006,1,11,3,2140,2145,2235,2251,US,798,N111UW,55,66,43,-16,-5,CLT,RIC,256,4,8,0,,0,0,0,0,0,0
2006,1,11,3,2017,1935,2201,2124,US,519,N442US,104,109,85,37,42,CLT,ROC,573,7,12,0,,0,37,0,0,0,0
2006,1,11,3,1406,1405,1555,1554,US,297,N626AU,109,109,95,1,1,CLT,RSW,600,3,11,0,,0,0,0,0,0,0
2006,1,11,3,1303,1300,1459,1452,US,435,N629AU,116,112,92,7,3,CLT,RSW,600,3,21,0,,0,0,0,0,0,0
2006,1,11,3,2152,2145,2342,2339,US,545,N631AU,110,114,86,3,7,CLT,RSW,600,5,19,0,,0,0,0,0,0,0
2006,1,11,3,1129,1135,1324,1331,US,1052,N631AU,115,116,89,-7,-6,CLT,RSW,600,5,21,0,,0,0,0,0,0,0
2006,1,11,3,1625,1615,1848,1856,US,37,N182UW,323,341,305,-8,10,CLT,SFO,2296,5,13,0,,0,0,0,0,0,0
2006,1,11,3,932,930,1204,1216,US,55,N164UW,332,346,311,-12,2,CLT,SFO,2296,5,16,0,,0,0,0,0,0,0
2006,1,11,3,1734,1730,2008,2012,US,1167,N169UW,334,342,305,-4,4,CLT,SFO,2296,5,24,0,,0,0,0,0,0,0
2006,1,11,3,1133,1140,1612,1604,US,168,N649US,219,204,177,8,-7,CLT,SJU,1474,7,35,0,,0,0,0,0,0,0
2006,1,11,3,930,930,1347,1357,US,1297,N652US,197,207,179,-10,0,CLT,SJU,1474,5,13,0,,0,0,0,0,0,0
2006,1,11,3,1105,1110,1240,1300,US,1293,N532AU,95,110,88,-20,-5,CLT,SRQ,547,2,5,0,,0,0,0,0,0,0
2006,1,11,3,1125,1130,1555,1602,US,1480,N601AU,210,212,187,-7,-5,CLT,STT,1520,4,19,0,,0,0,0,0,0,0
2006,1,11,3,1947,1935,2128,2126,US,962,N434US,101,111,86,2,12,CLT,SYR,603,3,12,0,,0,0,0,0,0,0
2006,1,11,3,741,745,913,922,US,220,N186UW,92,97,79,-9,-4,CLT,TPA,508,3,10,0,,0,0,0,0,0,0
2006,1,11,3,2142,2145,2316,2326,US,237,N610AU,94,101,71,-10,-3,CLT,TPA,508,5,18,0,,0,0,0,0,0,0
2006,1,11,3,1705,1700,1830,1837,US,351,N423US,85,97,74,-7,5,CLT,TPA,508,2,9,0,,0,0,0,0,0,0
2006,1,11,3,1243,1240,1410,1419,US,356,N404US,87,99,77,-9,3,CLT,TPA,508,3,7,0,,0,0,0,0,0,0
2006,1,11,3,1550,1545,1719,1721,US,553,N181UW,89,96,73,-2,5,CLT,TPA,508,2,14,0,,0,0,0,0,0,0
2006,1,11,3,946,930,1121,1114,US,561,N590US,95,104,78,7,16,CLT,TPA,508,2,15,0,,0,0,0,0,0,0
2006,1,11,3,1129,1135,1301,1318,US,1021,N171UW,92,103,77,-17,-6,CLT,TPA,508,4,11,0,,0,0,0,0,0,0
2006,1,11,3,2007,1940,2139,2121,US,1205,N162UW,92,101,71,18,27,CLT,TPA,508,7,14,0,,0,18,0,0,0,0
2006,1,11,3,1930,1935,2036,2049,US,92,N444US,66,74,56,-13,-5,CMH,CLT,346,3,7,0,,0,0,0,0,0,0
2006,1,11,3,654,700,816,819,US,786,N511AU,82,79,63,-3,-6,CMH,CLT,346,9,10,0,,0,0,0,0,0,0
2006,1,11,3,1147,1155,1302,1309,US,862,N417US,75,74,59,-7,-8,CMH,CLT,346,8,8,0,,0,0,0,0,0,0
2006,1,11,3,742,750,853,903,US,343,N505AU,71,73,53,-10,-8,CMH,DCA,322,7,11,0,,0,0,0,0,0,0
2006,1,11,3,857,900,1008,1032,US,372,N649AW,251,272,238,-24,-3,CMH,LAS,1772,4,9,0,,0,0,0,0,0,0
2006,1,11,3,1702,1705,1849,1925,US,188,N668AW,227,260,214,-36,-3,CMH,PHX,1671,4,9,0,,0,0,0,0,0,0
2006,1,11,3,750,742,1014,1016,US,280,N660AW,264,274,220,-2,8,CMH,PHX,1671,36,8,0,,0,0,0,0,0,0
2006,1,11,3,2105,2110,2213,2223,US,542,N435US,68,73,56,-10,-5,DCA,ALB,318,3,9,0,,0,0,0,0,0,0
2006,1,11,3,956,955,1110,1112,US,1654,N817MD,74,77,54,-2,1,DCA,ALB,318,4,16,0,,0,0,0,0,0,0
2006,1,11,3,724,730,1029,923,US,1663,N819MD,185,113,100,66,-6,DCA,ATL,547,13,72,0,,0,0,0,66,0,0
2006,1,11,3,1551,1555,1738,1749,US,1681,N808MD,107,114,87,-11,-4,DCA,ATL,547,8,12,0,,0,0,0,0,0,0
2006,1,11,3,2105,2110,2245,2220,US,566,N700UW,100,70,79,25,-5,DCA,BDL,313,8,13,0,,0,0,0,25,0,0
2006,1,11,3,955,1000,1059,1114,US,716,N702UW,64,74,50,-15,-5,DCA,BDL,313,3,11,0,,0,0,0,0,0,0
2006,1,11,3,NA,1540,NA,1650,US,1182,0,NA,70,NA,NA,NA,DCA,BDL,313,0,0,1,A,0,0,0,0,0,0
2006,1,11,3,1832,1830,1946,1940,US,1688,N814MD,74,70,57,6,2,DCA,BDL,313,7,10,0,,0,0,0,0,0,0
2006,1,11,3,1151,1155,1301,1303,US,1700,N808MD,70,68,54,-2,-4,DCA,BDL,313,2,14,0,,0,0,0,0,0,0
2006,1,11,3,1937,1920,2026,2013,US,1647,N813MA,109,113,87,13,17,DCA,BNA,562,7,15,0,,0,0,0,0,0,0
2006,1,11,3,640,645,801,804,US,2022,N754UW,81,79,67,-3,-5,DCA,BOS,399,3,11,0,,0,0,0,0,0,0
2006,1,11,3,741,745,901,906,US,2024,N757UW,80,81,64,-5,-4,DCA,BOS,399,4,12,0,,0,0,0,0,0,0
2006,1,11,3,841,845,1017,1010,US,2026,N748UW,96,85,66,7,-4,DCA,BOS,399,2,28,0,,0,0,0,0,0,0
2006,1,11,3,942,945,1103,1108,US,2028,N750UW,81,83,63,-5,-3,DCA,BOS,399,6,12,0,,0,0,0,0,0,0
2006,1,11,3,1041,1045,1156,1207,US,2030,N713UW,75,82,62,-11,-4,DCA,BOS,399,2,11,0,,0,0,0,0,0,0
2006,1,11,3,1142,1145,1259,1305,US,2032,N737UW,77,80,59,-6,-3,DCA,BOS,399,5,13,0,,0,0,0,0,0,0
2006,1,11,3,1240,1245,1401,1405,US,2034,N762UW,81,80,68,-4,-5,DCA,BOS,399,4,9,0,,0,0,0,0,0,0
2006,1,11,3,1340,1345,1455,1507,US,2036,N753UW,75,82,58,-12,-5,DCA,BOS,399,4,13,0,,0,0,0,0,0,0
2006,1,11,3,1442,1445,1601,1607,US,2038,N752UW,79,82,66,-6,-3,DCA,BOS,399,3,10,0,,0,0,0,0,0,0
2006,1,11,3,1545,1545,1731,1707,US,2040,N750UW,106,82,94,24,0,DCA,BOS,399,3,9,0,,0,0,0,24,0,0
2006,1,11,3,1640,1645,1816,1807,US,2042,N713UW,96,82,79,9,-5,DCA,BOS,399,6,11,0,,0,0,0,0,0,0
2006,1,11,3,1756,1745,2008,1908,US,2044,N715UW,132,83,75,60,11,DCA,BOS,399,7,50,0,,0,0,0,57,0,3
2006,1,11,3,NA,1845,NA,2007,US,2046,0,NA,82,NA,NA,NA,DCA,BOS,399,0,0,1,C,0,0,0,0,0,0
2006,2,8,3,1055,1105,1403,1418,OO,6583,N982SW,128,133,108,-15,-10,GEG,DEN,836,9,11,0,,0,0,0,0,0,0
2006,2,8,3,1523,1524,1756,1805,OO,6584,N730SK,93,101,75,-9,-1,DEN,DSM,589,4,14,0,,0,0,0,0,0,0
2006,2,8,3,1833,1840,1923,1930,OO,6584,N730SK,110,110,86,-7,-7,DSM,DEN,589,15,9,0,,0,0,0,0,0,0
2006,2,8,3,1615,1614,1831,1831,OO,6585,N713SK,76,77,55,0,1,DEN,ICT,419,3,18,0,,0,0,0,0,0,0
2006,2,8,3,611,615,918,918,OO,6586,N920SW,127,123,113,0,-4,PSP,DEN,776,7,7,0,,0,0,0,0,0,0
2006,2,8,3,1253,1302,1332,1340,OO,6588,N905SW,39,38,21,-8,-9,COS,DEN,72,6,12,0,,0,0,0,0,0,0
2006,2,8,3,852,905,1017,1030,OO,6589,N750SK,205,205,176,-13,-13,TYS,DEN,1162,17,12,0,,0,0,0,0,0,0
2006,2,8,3,1905,1906,1936,1934,OO,6590,N713SK,91,88,67,2,-1,ICT,DEN,419,14,10,0,,0,0,0,0,0,0
2006,2,8,3,1226,1231,1502,1509,OO,6591,N915SW,96,98,79,-7,-5,DEN,SGF,637,4,13,0,,0,0,0,0,0,0
2006,2,8,3,1313,1138,1408,1246,OO,6592,N973SW,115,128,100,82,95,DEN,PSP,776,4,11,0,,0,0,0,0,0,82
2006,2,8,3,1431,1316,1728,1617,OO,6592,N973SW,117,121,103,71,75,PSP,DEN,776,6,8,0,,0,0,0,0,0,71
2006,2,8,3,832,831,1004,958,OO,6593,N915SW,92,87,69,6,1,DEN,BIL,455,3,20,0,,0,0,0,0,0,0
2006,2,8,3,1030,1028,1150,1155,OO,6593,N915SW,80,87,59,-5,2,BIL,DEN,455,15,6,0,,0,0,0,0,0,0
2006,2,8,3,1433,1421,1630,1617,OO,6594,N412SW,117,116,97,13,12,DEN,TUS,639,5,15,0,,0,0,0,0,0,0
2006,2,8,3,1006,1008,1126,1136,OO,6595,N962SW,80,88,56,-10,-2,SLC,DEN,391,10,14,0,,0,0,0,0,0,0
2006,2,8,3,1857,1850,2335,2335,OO,6596,N760SK,158,165,129,0,7,DEN,TYS,1162,7,22,0,,0,0,0,0,0,0
2006,2,8,3,1332,1320,1631,1622,OO,6597,N715SK,119,122,103,9,12,DEN,AUS,775,4,12,0,,0,0,0,0,0,0
2006,2,8,3,1758,1647,2048,1949,OO,6598,N973SW,110,122,96,59,71,DEN,AUS,775,4,10,0,,0,0,0,0,0,59
2006,2,8,3,903,909,933,950,OO,6599,N923SW,90,101,69,-17,-6,FSD,DEN,483,5,16,0,,0,0,0,0,0,0
2006,2,8,3,722,729,854,920,OO,6600,N952SW,92,111,76,-26,-7,GTF,DEN,624,8,8,0,,0,0,0,0,0,0
2006,2,8,3,634,635,744,751,OO,6601,N938SW,130,136,113,-7,-1,MLI,DEN,751,8,9,0,,0,0,0,0,0,0
2006,2,8,3,1815,1705,1911,1804,OO,6603,N941SW,116,119,97,67,70,SGF,DEN,637,13,6,0,,0,67,0,0,0,0
2006,2,8,3,754,755,903,907,OO,6605,N932SW,69,72,44,-4,-1,RAP,DEN,301,9,16,0,,0,0,0,0,0,0
2006,2,8,3,1344,1352,1454,1508,OO,6606,N920SW,130,136,112,-14,-8,MLI,DEN,751,7,11,0,,0,0,0,0,0,0
2006,2,8,3,813,820,939,948,OO,6607,N762SK,146,148,122,-9,-7,IAH,DEN,861,11,13,0,,0,0,0,0,0,0
2006,2,8,3,752,755,904,920,OO,6608,N718SK,72,85,55,-16,-3,SLC,DEN,391,8,9,0,,0,0,0,0,0,0
2006,2,8,3,826,832,930,944,OO,6609,N727SK,64,72,50,-14,-6,DEN,ABQ,349,4,10,0,,0,0,0,0,0,0
2006,2,8,3,1012,1014,1138,1128,OO,6609,N727SK,86,74,63,10,-2,ABQ,DEN,349,7,16,0,,0,0,0,0,0,0
2006,2,8,1,826,832,930,944,OO,6609,N727SK,64,72,50,10,10,DEN,ABQ,349,4,10,0,,0,0,0,0,0,0
2006,2,8,1,1012,1014,1138,1128,OO,6609,N727SK,86,74,63,10,10,ABQ,DEN,349,7,16,0,,0,0,0,0,0,0
